file,filetime,mtime,ctime,atime,diff
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_235142.jpg,2017-08-14 23:51:42,2019-02-18 22:45:08,2021-06-16 05:09:14.506663,2022-09-17 21:41:27.930642,552 days 22:53:26
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_235150.jpg,2017-08-14 23:51:50,2019-02-18 22:45:20,2021-06-16 07:01:56.412970,2022-09-17 21:41:27.894580,552 days 22:53:30
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_235151.jpg,2017-08-14 23:51:51,2019-02-18 22:45:47,2021-06-16 07:01:56.758047,2022-09-17 21:41:27.871233,552 days 22:53:56
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_230433.jpg,2017-08-14 23:04:33,2019-02-18 22:44:48,2021-06-16 07:01:55.267035,2022-09-17 21:41:27.969567,552 days 23:40:15
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_230418.jpg,2017-08-14 23:04:18,2019-02-18 22:44:38,2021-06-16 07:01:55.024683,2022-09-17 21:41:27.990847,552 days 23:40:20
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_230440.jpg,2017-08-14 23:04:40,2019-02-18 22:45:01,2021-06-16 05:09:12.693511,2022-09-17 21:41:27.949943,552 days 23:40:21
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_223640.jpg,2017-08-14 22:36:40,2019-02-18 22:44:24,2021-06-16 07:01:54.133066,2022-09-17 21:41:28.006908,553 days 0:07:44
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_172602.jpg,2017-08-14 17:26:02,2019-02-18 22:43:21,2021-06-16 05:09:15.370353,2022-09-17 21:41:28.065557,553 days 5:17:19
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_172604.jpg,2017-08-14 17:26:04,2019-02-18 22:43:43,2021-06-16 05:09:16.050535,2022-09-17 21:41:28.045934,553 days 5:17:39
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170814_172617.jpg,2017-08-14 17:26:17,2019-02-18 22:44:06,2021-06-16 07:01:53.801952,2022-09-17 21:41:28.022468,553 days 5:17:49
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_163825.jpg,2017-08-13 16:38:25,2019-02-18 22:42:47,2021-06-16 07:01:52.953221,2022-09-17 21:41:28.105178,554 days 6:04:22
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_163826.jpg,2017-08-13 16:38:26,2019-02-18 22:42:59,2021-06-16 07:01:53.496768,2022-09-17 21:41:28.087790,554 days 6:04:33
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_162819.jpg,2017-08-13 16:28:19,2019-02-18 22:42:33,2021-06-16 05:08:45.364588,2022-09-17 21:41:28.119942,554 days 6:14:14
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153936.jpg,2017-08-13 15:39:36,2019-02-18 22:42:10,2021-06-16 05:08:43.691063,2022-09-17 21:41:28.140247,554 days 7:02:34
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_152839.jpg,2017-08-13 15:28:39,2019-02-18 22:35:24,2021-06-16 06:45:35.150852,2022-09-17 21:41:28.532968,554 days 7:06:45
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153151.jpg,2017-08-13 15:31:51,2019-02-18 22:39:47,2021-06-16 07:01:52.093520,2022-09-17 21:41:28.324332,554 days 7:07:56
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153158.jpg,2017-08-13 15:31:58,2019-02-18 22:40:05,2021-06-16 07:01:52.532347,2022-09-17 21:41:28.307154,554 days 7:08:07
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153158_1.jpg,2017-08-13 15:31:58,2019-02-18 22:40:24,2021-06-16 05:08:51.005505,2022-09-17 21:41:28.289986,554 days 7:08:26
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153220.jpg,2017-08-13 15:32:20,2019-02-18 22:41:02,2021-06-16 06:45:21.129345,2022-09-17 21:41:28.245093,554 days 7:08:42
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153159_1.jpg,2017-08-13 15:31:59,2019-02-18 22:40:43,2021-06-16 05:08:51.506167,2022-09-17 21:41:28.265810,554 days 7:08:44
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153221_1.jpg,2017-08-13 15:32:21,2019-02-18 22:41:20,2021-06-16 06:45:20.117051,2022-09-17 21:41:28.226181,554 days 7:08:59
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153223.jpg,2017-08-13 15:32:23,2019-02-18 22:41:39,2021-06-16 06:50:39.388325,2022-09-17 21:41:28.201280,554 days 7:09:16
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_152905.jpg,2017-08-13 15:29:05,2019-02-18 22:38:24,2021-06-16 06:45:40.841635,2022-09-17 21:41:28.475348,554 days 7:09:19
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_152840.jpg,2017-08-13 15:28:40,2019-02-18 22:38:08,2021-06-16 06:45:42.849266,2022-09-17 21:41:28.517430,554 days 7:09:28
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_153228.jpg,2017-08-13 15:32:28,2019-02-18 22:41:58,2021-06-16 06:50:41.488708,2022-09-17 21:41:28.179057,554 days 7:09:30
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_152906.jpg,2017-08-13 15:29:06,2019-02-18 22:38:39,2021-06-16 05:08:53.385142,2022-09-17 21:41:28.411281,554 days 7:09:33
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_152947.jpg,2017-08-13 15:29:47,2019-02-18 22:39:32,2021-06-16 03:53:46.349485,2022-09-17 21:41:28.343710,554 days 7:09:45
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_152907.jpg,2017-08-13 15:29:07,2019-02-18 22:38:55,2021-06-16 05:08:54.821301,2022-09-17 21:41:28.383033,554 days 7:09:48
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_152927.jpg,2017-08-13 15:29:27,2019-02-18 22:39:19,2021-06-16 03:53:47.242798,2022-09-17 21:41:28.368627,554 days 7:09:52
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151622.jpg,2017-08-13 15:16:22,2019-02-18 22:33:11,2021-06-16 06:45:27.924175,2022-09-17 21:41:28.737408,554 days 7:16:49
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151628.jpg,2017-08-13 15:16:28,2019-02-18 22:33:26,2021-06-16 06:16:23.394122,2022-09-17 21:41:28.717875,554 days 7:16:58
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151629_1.jpg,2017-08-13 15:16:29,2019-02-18 22:33:42,2021-06-16 06:16:17.488912,2022-09-17 21:41:28.697398,554 days 7:17:13
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151500.jpg,2017-08-13 15:15:00,2019-02-18 22:32:22,2021-06-16 03:54:04.496678,2022-09-17 21:41:28.795815,554 days 7:17:22
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151425.jpg,2017-08-13 15:14:25,2019-02-18 22:31:53,2021-06-16 06:45:33.204057,2022-09-17 21:41:28.841018,554 days 7:17:28
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151630.jpg,2017-08-13 15:16:30,2019-02-18 22:33:58,2021-06-16 03:53:56.992058,2022-09-17 21:41:28.664942,554 days 7:17:28
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151503.jpg,2017-08-13 15:15:03,2019-02-18 22:32:41,2021-06-16 03:54:03.426446,2022-09-17 21:41:28.774557,554 days 7:17:38
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151430.jpg,2017-08-13 15:14:30,2019-02-18 22:32:11,2021-06-16 06:45:30.875284,2022-09-17 21:41:28.822923,554 days 7:17:41
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151631_1.jpg,2017-08-13 15:16:31,2019-02-18 22:34:14,2021-06-16 03:53:55.147562,2022-09-17 21:41:28.644022,554 days 7:17:43
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151504.jpg,2017-08-13 15:15:04,2019-02-18 22:33:00,2021-06-16 06:45:29.945769,2022-09-17 21:41:28.756497,554 days 7:17:56
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151632.jpg,2017-08-13 15:16:32,2019-02-18 22:34:29,2021-06-16 03:53:51.465272,2022-09-17 21:41:28.617004,554 days 7:17:57
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151632_1.jpg,2017-08-13 15:16:32,2019-02-18 22:34:45,2021-06-16 03:53:50.824683,2022-09-17 21:41:28.580415,554 days 7:18:13
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151321.jpg,2017-08-13 15:13:21,2019-02-18 22:31:40,2021-06-16 04:53:33.492920,2022-09-17 21:41:28.888000,554 days 7:18:19
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151632_3.jpg,2017-08-13 15:16:32,2019-02-18 22:35:00,2021-06-16 06:45:38.036136,2022-09-17 21:41:28.553118,554 days 7:18:28
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151228.jpg,2017-08-13 15:12:28,2019-02-18 22:31:05,2021-06-16 07:01:50.584555,2022-09-17 21:41:28.928790,554 days 7:18:37
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_151229.jpg,2017-08-13 15:12:29,2019-02-18 22:31:26,2021-06-16 04:53:33.355289,2022-09-17 21:41:28.904037,554 days 7:18:57
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_150211.jpg,2017-08-13 15:02:11,2019-02-18 22:30:30,2021-06-16 01:07:08.139135,2022-09-17 21:41:28.984947,554 days 7:28:19
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_150217.jpg,2017-08-13 15:02:17,2019-02-18 22:30:45,2021-06-16 07:01:49.946262,2022-09-17 21:41:28.962300,554 days 7:28:28
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_141914.jpg,2017-08-13 14:19:14,2019-02-18 22:30:11,2021-06-16 01:06:50.234440,2022-09-17 21:41:29.007213,554 days 8:10:57
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_141722.jpg,2017-08-13 14:17:22,2019-02-18 22:29:56,2021-06-16 04:53:33.918782,2022-09-17 21:41:29.029193,554 days 8:12:34
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_140121.jpg,2017-08-13 14:01:21,2019-02-18 22:29:37,2021-06-16 01:07:32.857357,2022-09-17 21:41:29.070791,554 days 8:28:16
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_140051.jpg,2017-08-13 14:00:51,2019-02-18 22:29:09,2021-06-16 01:07:42.488101,2022-09-17 21:41:29.116134,554 days 8:28:18
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_140101.jpg,2017-08-13 14:01:01,2019-02-18 22:29:23,2021-06-16 01:07:53.407269,2022-09-17 21:41:29.093605,554 days 8:28:22
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_125919.jpg,2017-08-13 12:59:19,2019-02-18 22:28:29,2021-06-16 02:39:52.976249,2022-09-17 21:41:29.159001,554 days 9:29:10
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_125922.jpg,2017-08-13 12:59:22,2019-02-18 22:28:50,2021-06-16 02:39:45.399985,2022-09-17 21:41:29.137690,554 days 9:29:28
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_121022.jpg,2017-08-13 12:10:22,2019-02-18 22:27:52,2021-06-16 02:39:44.528584,2022-09-17 21:41:29.195457,554 days 10:17:30
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_121027.jpg,2017-08-13 12:10:27,2019-02-18 22:28:10,2021-06-16 02:39:42.839614,2022-09-17 21:41:29.173993,554 days 10:17:43
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_120856.jpg,2017-08-13 12:08:56,2019-02-18 22:27:18,2021-06-16 02:39:40.541288,2022-09-17 21:41:29.253641,554 days 10:18:22
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_120900.jpg,2017-08-13 12:09:00,2019-02-18 22:27:33,2021-06-16 02:39:39.867745,2022-09-17 21:41:29.235494,554 days 10:18:33
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114806.jpg,2017-08-13 11:48:06,2019-02-18 22:14:57,2021-06-16 02:39:55.505523,2022-09-17 21:41:29.557739,554 days 10:26:51
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115954.jpg,2017-08-13 11:59:54,2019-02-18 22:26:50,2021-06-16 02:39:37.315453,2022-09-17 21:41:29.269093,554 days 10:26:56
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114332.jpg,2017-08-13 11:43:32,2019-02-18 22:14:19,2021-06-16 02:39:24.068100,2022-09-17 21:41:29.608900,554 days 10:30:47
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114333.jpg,2017-08-13 11:43:33,2019-02-18 22:14:28,2021-06-16 02:39:28.503572,2022-09-17 21:41:29.590854,554 days 10:30:55
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114334.jpg,2017-08-13 11:43:34,2019-02-18 22:14:37,2021-06-16 02:39:26.510600,2022-09-17 21:41:29.574722,554 days 10:31:03
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114145.jpg,2017-08-13 11:41:45,2019-02-18 22:13:23,2021-06-16 02:39:19.559865,2022-09-17 21:41:29.694191,554 days 10:31:38
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114148.jpg,2017-08-13 11:41:48,2019-02-18 22:13:32,2021-06-16 02:39:22.796285,2022-09-17 21:41:29.671850,554 days 10:31:44
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114156.jpg,2017-08-13 11:41:56,2019-02-18 22:13:50,2021-06-16 02:39:21.541623,2022-09-17 21:41:29.654370,554 days 10:31:54
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114202.jpg,2017-08-13 11:42:02,2019-02-18 22:14:10,2021-06-16 02:39:24.772876,2022-09-17 21:41:29.635193,554 days 10:32:08
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115151.jpg,2017-08-13 11:51:51,2019-02-18 22:24:28,2021-06-16 00:37:20.830032,2022-09-17 21:41:29.501982,554 days 10:32:37
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115240.jpg,2017-08-13 11:52:40,2019-02-18 22:25:28,2021-06-16 02:39:58.023171,2022-09-17 21:41:29.424459,554 days 10:32:48
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115207.jpg,2017-08-13 11:52:07,2019-02-18 22:24:56,2021-06-16 02:40:02.215222,2022-09-17 21:41:29.458730,554 days 10:32:49
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115152.jpg,2017-08-13 11:51:52,2019-02-18 22:24:42,2021-06-16 02:40:03.719227,2022-09-17 21:41:29.474393,554 days 10:32:50
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115242_1.jpg,2017-08-13 11:52:42,2019-02-18 22:25:42,2021-06-16 00:36:41.095901,2022-09-17 21:41:29.389437,554 days 10:33:00
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115207_2.jpg,2017-08-13 11:52:07,2019-02-18 22:25:11,2021-06-16 02:40:01.807980,2022-09-17 21:41:29.443056,554 days 10:33:04
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115247.jpg,2017-08-13 11:52:47,2019-02-18 22:25:56,2021-06-16 00:36:25.500944,2022-09-17 21:41:29.346067,554 days 10:33:09
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115248_1.jpg,2017-08-13 11:52:48,2019-02-18 22:26:09,2021-06-16 02:39:36.615780,2022-09-17 21:41:29.322678,554 days 10:33:21
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115249.jpg,2017-08-13 11:52:49,2019-02-18 22:26:22,2021-06-16 02:39:36.106863,2022-09-17 21:41:29.308868,554 days 10:33:33
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_115251.jpg,2017-08-13 11:52:51,2019-02-18 22:26:35,2021-06-16 02:39:39.758964,2022-09-17 21:41:29.286047,554 days 10:33:44
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114807.jpg,2017-08-13 11:48:07,2019-02-18 22:23:55,2021-06-16 02:39:54.613327,2022-09-17 21:41:29.535090,554 days 10:35:48
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_114808_1.jpg,2017-08-13 11:48:08,2019-02-18 22:24:14,2021-06-16 00:37:26.433848,2022-09-17 21:41:29.515688,554 days 10:36:06
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113620.jpg,2017-08-13 11:36:20,2019-02-18 22:13:13,2021-06-16 02:39:20.770130,2022-09-17 21:41:29.720278,554 days 10:36:53
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113428.jpg,2017-08-13 11:34:28,2019-02-18 22:12:07,2021-06-16 02:39:33.438352,2022-09-17 21:41:29.836430,554 days 10:37:39
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113433.jpg,2017-08-13 11:34:33,2019-02-18 22:12:15,2021-06-16 02:39:32.130467,2022-09-17 21:41:29.814921,554 days 10:37:42
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113437.jpg,2017-08-13 11:34:37,2019-02-18 22:12:22,2021-06-16 02:39:31.482697,2022-09-17 21:41:29.798893,554 days 10:37:45
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113444.jpg,2017-08-13 11:34:44,2019-02-18 22:12:34,2021-06-16 02:39:17.725502,2022-09-17 21:41:29.780270,554 days 10:37:50
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113500.jpg,2017-08-13 11:35:00,2019-02-18 22:12:53,2021-06-16 02:39:15.508955,2022-09-17 21:41:29.743985,554 days 10:37:53
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113400.jpg,2017-08-13 11:34:00,2019-02-18 22:11:54,2021-06-16 02:39:34.171924,2022-09-17 21:41:29.849922,554 days 10:37:54
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_113037.jpg,2017-08-13 11:30:37,2019-02-18 22:11:39,2021-06-16 07:01:49.900384,2022-09-17 21:41:29.868038,554 days 10:41:02
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_112649.jpg,2017-08-13 11:26:49,2019-02-18 22:08:29,2021-06-16 07:01:48.614822,2022-09-17 21:41:29.914028,554 days 10:41:40
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_110918.jpg,2017-08-13 11:09:18,2019-02-18 22:01:24,2021-06-16 05:55:25.826839,2022-09-17 21:41:30.065053,554 days 10:52:06
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_110920.jpg,2017-08-13 11:09:20,2019-02-18 22:01:47,2021-06-16 05:55:26.911938,2022-09-17 21:41:30.048815,554 days 10:52:27
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_111530.jpg,2017-08-13 11:15:30,2019-02-18 22:08:11,2021-06-16 07:01:48.251793,2022-09-17 21:41:29.932881,554 days 10:52:41
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_111515.jpg,2017-08-13 11:15:15,2019-02-18 22:07:56,2021-06-16 07:01:47.662369,2022-09-17 21:41:29.963581,554 days 10:52:41
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_111124.jpg,2017-08-13 11:11:24,2019-02-18 22:07:33,2021-06-16 07:01:47.180658,2022-09-17 21:41:29.980771,554 days 10:56:09
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_111109.jpg,2017-08-13 11:11:09,2019-02-18 22:07:22,2021-06-16 07:01:46.560316,2022-09-17 21:41:30.003698,554 days 10:56:13
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103946.jpg,2017-08-13 10:39:46,2019-02-18 22:00:48,2021-06-16 07:01:44.705276,2022-09-17 21:41:30.110191,554 days 11:21:02
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103827.jpg,2017-08-13 10:38:27,2019-02-18 21:59:29,2021-06-16 07:01:42.946978,2022-09-17 21:41:30.250405,554 days 11:21:02
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103831.jpg,2017-08-13 10:38:31,2019-02-18 21:59:42,2021-06-16 05:55:38.673487,2022-09-17 21:41:30.223032,554 days 11:21:11
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103949.jpg,2017-08-13 10:39:49,2019-02-18 22:01:01,2021-06-16 07:01:45.355537,2022-09-17 21:41:30.089871,554 days 11:21:12
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103852.jpg,2017-08-13 10:38:52,2019-02-18 22:00:10,2021-06-16 07:01:44.159735,2022-09-17 21:41:30.182788,554 days 11:21:18
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103832.jpg,2017-08-13 10:38:32,2019-02-18 21:59:53,2021-06-16 05:55:39.803466,2022-09-17 21:41:30.204048,554 days 11:21:21
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_103909.jpg,2017-08-13 10:39:09,2019-02-18 22:00:32,2021-06-16 07:01:44.600557,2022-09-17 21:41:30.168132,554 days 11:21:23
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_095933.jpg,2017-08-13 09:59:33,2019-02-18 21:59:12,2021-06-16 07:01:42.812338,2022-09-17 21:41:30.270657,554 days 11:59:39
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_091105.jpg,2017-08-13 09:11:05,2019-02-18 21:58:44,2021-06-16 07:01:41.348253,2022-09-17 21:41:30.311412,554 days 12:47:39
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170813_091107.jpg,2017-08-13 09:11:07,2019-02-18 21:59:01,2021-06-16 07:01:42.781421,2022-09-17 21:41:30.296873,554 days 12:47:54
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170811_121455.jpg,2017-08-11 12:14:55,2019-02-18 21:58:30,2021-06-16 02:38:55.312780,2022-09-17 21:41:30.329173,556 days 9:43:35
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170811_114932.jpg,2017-08-11 11:49:32,2019-02-18 21:58:22,2021-06-16 02:39:03.348990,2022-09-17 21:41:30.371404,556 days 10:08:50
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_210438.jpg,2017-08-09 21:04:38,2019-02-18 21:57:58,2021-06-16 02:39:08.767279,2022-09-17 21:41:30.396120,558 days 0:53:20
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_210424.jpg,2017-08-09 21:04:24,2019-02-18 21:59:07,2021-06-16 02:39:11.611686,2022-09-17 21:41:30.410802,558 days 0:54:43
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_135304.jpg,2017-08-09 13:53:04,2019-02-18 21:56:52,2021-06-16 02:38:49.190382,2022-09-17 21:41:30.428296,558 days 8:03:48
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_133947.jpg,2017-08-09 13:39:47,2019-02-18 21:56:24,2021-06-16 02:38:50.147492,2022-09-17 21:41:30.453961,558 days 8:16:37
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_133440.jpg,2017-08-09 13:34:40,2019-02-18 21:55:58,2021-06-16 02:38:51.208320,2022-09-17 21:41:30.472946,558 days 8:21:18
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_133341.jpg,2017-08-09 13:33:41,2019-02-18 21:55:37,2021-06-16 02:38:53.506394,2022-09-17 21:41:30.486470,558 days 8:21:56
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_133151.jpg,2017-08-09 13:31:51,2019-02-18 21:54:05,2021-06-16 05:24:52.906396,2022-09-17 21:41:30.581085,558 days 8:22:14
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_133152.jpg,2017-08-09 13:31:52,2019-02-18 21:54:27,2021-06-16 05:24:53.014107,2022-09-17 21:41:30.560130,558 days 8:22:35
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_133158.jpg,2017-08-09 13:31:58,2019-02-18 21:54:50,2021-06-16 07:01:38.343288,2022-09-17 21:41:30.524927,558 days 8:22:52
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_133210.jpg,2017-08-09 13:32:10,2019-02-18 21:55:12,2021-06-16 07:01:40.127517,2022-09-17 21:41:30.511988,558 days 8:23:02
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_132956.jpg,2017-08-09 13:29:56,2019-02-18 21:53:45,2021-06-16 07:01:37.568361,2022-09-17 21:41:30.602484,558 days 8:23:49
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_132751.jpg,2017-08-09 13:27:51,2019-02-18 21:53:15,2021-06-16 05:24:47.468935,2022-09-17 21:41:30.646363,558 days 8:25:24
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_132653.jpg,2017-08-09 13:26:53,2019-02-18 21:52:28,2021-06-16 05:24:48.509154,2022-09-17 21:41:30.683015,558 days 8:25:35
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_132756.jpg,2017-08-09 13:27:56,2019-02-18 21:53:33,2021-06-16 05:24:53.984512,2022-09-17 21:41:30.623236,558 days 8:25:37
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_132702.jpg,2017-08-09 13:27:02,2019-02-18 21:52:52,2021-06-16 05:24:47.376183,2022-09-17 21:41:30.662719,558 days 8:25:50
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_131841.jpg,2017-08-09 13:18:41,2019-02-18 21:51:48,2021-06-16 05:55:56.896759,2022-09-17 21:41:30.741595,558 days 8:33:07
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_131845.jpg,2017-08-09 13:18:45,2019-02-18 21:52:14,2021-06-16 05:24:47.830966,2022-09-17 21:41:30.705180,558 days 8:33:29
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_131716.jpg,2017-08-09 13:17:16,2019-02-18 21:51:02,2021-06-16 05:24:40.027832,2022-09-17 21:41:30.784039,558 days 8:33:46
X:\OneDrive\Pictures\Urlaub\[2017] Greece\IMG_20170809_131734.jpg,2017-08-09 13:17:34,2019-02-18 21:51:25,2021-06-16 07:01:37.490568,2022-09-17 21:41:30.766678,558 days 8:33:51
