file,filetime,mtime,ctime,atime,diff
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20170212_225309_785.jpg,2017-02-12 22:53:09,2017-05-19 17:35:25,2021-06-16 06:59:36.553952,2022-09-17 21:44:22.400624,95 days 18:42:16
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20190419_132821.jpg,2019-04-19 13:28:21,2019-07-29 11:52:18,2021-06-16 03:57:18.728730,2022-09-17 21:39:56.761305,100 days 22:23:57
X:\OneDrive\Pictures\Laura ♥\IMG_20190418_202007.jpg,2019-04-18 20:20:07,2019-07-29 11:52:11,2021-06-16 03:57:19.858423,2022-09-17 21:39:47.895499,101 days 15:32:04
X:\OneDrive\Pictures\Laura ♥\IMG_20190418_202009.jpg,2019-04-18 20:20:09,2019-07-29 11:52:15,2021-06-16 03:57:18.914319,2022-09-17 21:39:47.877550,101 days 15:32:06
X:\OneDrive\Pictures\Laura ♥\IMG_20190418_190157.jpg,2019-04-18 19:01:57,2019-07-29 11:52:09,2021-06-16 03:57:14.270593,2022-09-17 21:39:47.916021,101 days 16:50:12
X:\OneDrive\Pictures\Laura ♥\IMG_20190418_190135.jpg,2019-04-18 19:01:35,2019-07-29 11:52:04,2021-06-16 03:57:14.347387,2022-09-17 21:39:47.938138,101 days 16:50:29
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20170122_061127_635.jpg,2017-01-22 06:11:27,2017-05-19 17:35:25,2021-06-16 06:59:32.585563,2022-09-17 21:44:22.423009,117 days 11:23:58
X:\OneDrive\Pictures\Misc\Nom Nom Nom\IMG_20180827_130815.jpg,2018-08-27 13:08:15,2018-12-28 06:33:21,2021-06-16 06:56:44.207802,2022-09-17 21:39:54.793145,122 days 17:25:06
X:\OneDrive\Pictures\Misc\Nom Nom Nom\IMG_20200123_192032.jpg,2020-01-23 19:20:32,2020-05-27 19:02:44,2021-06-16 07:49:40.911343,2022-09-17 21:39:54.766069,124 days 23:42:12
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_182318.jpg,2018-08-24 18:23:18,2018-12-29 11:25:04,2021-06-16 06:58:25.698418,2022-09-17 21:41:43.926103,126 days 17:01:46
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20170112_202924_507.jpg,2017-01-12 20:29:24,2017-05-19 17:35:24,2021-06-16 06:59:33.204906,2022-09-17 21:44:22.436702,126 days 21:06:00
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20170111_165232_331.jpg,2017-01-11 16:52:32,2017-05-19 17:35:24,2021-06-16 06:59:34.219194,2022-09-17 21:44:22.453791,128 days 0:42:52
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20190322_182755.jpg,2019-03-22 18:27:55,2019-07-29 11:51:52,2021-06-16 03:57:15.000641,2022-09-17 21:39:56.795214,128 days 17:23:57
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_153114.jpg,2018-08-20 15:31:14,2018-12-28 05:40:35,2021-06-16 06:56:44.102085,2022-09-17 21:41:45.704579,129 days 14:09:21
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_150201.jpg,2018-08-20 15:02:01,2018-12-28 05:33:14,2021-06-16 06:56:32.644722,2022-09-17 21:41:45.941147,129 days 14:31:13
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180820_150328.jpg,2018-08-20 15:03:28,2018-12-28 05:35:11,2021-06-16 06:56:42.405621,2022-09-17 21:41:45.889340,129 days 14:31:43
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20170106_115014_208.jpg,2017-01-06 11:50:14,2017-05-19 17:35:24,2021-06-16 06:59:32.991477,2022-09-17 21:44:22.489956,133 days 5:45:10
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142353.jpg,2018-08-14 14:23:53,2018-12-28 05:10:59,2021-06-16 06:56:32.388407,2022-09-17 21:41:46.852642,135 days 14:47:06
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20170101_110357_664.jpg,2017-01-01 11:03:57,2017-05-19 17:35:24,2021-06-16 06:59:33.145066,2022-09-17 21:44:22.504934,138 days 6:31:27
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180811_195427.jpg,2018-08-11 19:54:27,2018-12-29 22:49:01,2021-06-16 06:58:27.483644,2022-09-17 21:41:47.280792,140 days 2:54:34
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20190309_190047.jpg,2019-03-09 19:00:47,2019-07-29 11:51:37,2021-06-16 03:57:32.305557,2022-09-17 21:39:56.813584,141 days 16:50:50
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20190309_182255.jpg,2019-03-09 18:22:55,2019-07-29 11:51:31,2021-06-16 03:57:27.911422,2022-09-17 21:39:56.832904,141 days 17:28:36
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20190309_174332.jpg,2019-03-09 17:43:32,2019-07-29 11:51:30,2021-06-16 03:57:30.170728,2022-09-17 21:39:56.860893,141 days 18:07:58
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20161228_184412_725.jpg,2016-12-28 18:44:12,2017-05-19 17:35:24,2021-06-16 06:59:33.823253,2022-09-17 21:44:22.523984,141 days 22:51:12
X:\OneDrive\Pictures\Chillin' with friends\IMG_20190302_223910.jpg,2019-03-02 22:39:10,2019-07-29 11:51:28,2021-06-16 03:57:25.626465,2022-09-17 21:39:10.492193,148 days 13:12:18
X:\OneDrive\Pictures\Chillin' with friends\IMG_20190302_223837.jpg,2019-03-02 22:38:37,2019-07-29 11:51:26,2021-06-16 03:57:27.057004,2022-09-17 21:39:10.513782,148 days 13:12:49
X:\OneDrive\Pictures\Chillin' with friends\Forbeyond\IMG_20220303_123000.jpg,2022-03-03 12:30:00,2022-08-10 23:41:15.819820,2022-08-10 23:41:15.777759,2022-09-17 21:39:06.352009,160 days 11:11:15.777759
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_164630.jpg,2018-08-16 16:46:30,2019-03-07 20:35:48,2021-06-16 07:04:45.223573,2022-09-17 21:41:46.532429,203 days 3:49:18
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_164630_1.jpg,2018-08-16 16:46:30,2019-03-07 20:36:53,2021-06-16 05:00:36.322303,2022-09-17 21:41:46.512068,203 days 3:50:23
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_145619.jpg,2018-08-16 14:56:19,2019-03-07 20:32:03,2021-06-16 07:04:44.601237,2022-09-17 21:41:46.576005,203 days 5:35:44
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180815_215027.jpg,2018-08-15 21:50:27,2019-03-07 20:28:44,2021-06-16 02:03:50.899118,2022-09-17 21:41:46.625128,203 days 22:38:17
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180815_215032.jpg,2018-08-15 21:50:32,2019-03-07 20:31:35,2021-06-16 02:03:46.513513,2022-09-17 21:41:46.604862,203 days 22:41:03
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180815_194653.jpg,2018-08-15 19:46:53,2019-03-07 20:28:40,2021-06-16 04:23:51.000281,2022-09-17 21:41:46.646772,204 days 0:41:47
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_143728.jpg,2018-08-14 14:37:28,2019-03-07 20:28:11,2021-06-16 04:23:56.212366,2022-09-17 21:41:46.680776,205 days 5:50:43
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_143729.jpg,2018-08-14 14:37:29,2019-03-07 20:28:26,2021-06-16 04:23:48.196790,2022-09-17 21:41:46.664819,205 days 5:50:57
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_143419.jpg,2018-08-14 14:34:19,2019-03-07 20:27:51,2021-06-16 02:04:05.358071,2022-09-17 21:41:46.723427,205 days 5:53:32
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_143428.jpg,2018-08-14 14:34:28,2019-03-07 20:28:03,2021-06-16 04:23:52.046483,2022-09-17 21:41:46.697672,205 days 5:53:35
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142916.jpg,2018-08-14 14:29:16,2019-03-07 20:27:20,2021-06-16 04:23:46.400580,2022-09-17 21:41:46.756995,205 days 5:58:04
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142919.jpg,2018-08-14 14:29:19,2019-03-07 20:27:39,2021-06-16 02:04:08.742710,2022-09-17 21:41:46.740891,205 days 5:58:20
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142727.jpg,2018-08-14 14:27:27,2019-03-07 20:27:05,2021-06-16 04:23:46.082431,2022-09-17 21:41:46.771140,205 days 5:59:38
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142500.jpg,2018-08-14 14:25:00,2019-03-07 20:26:33,2021-06-16 02:06:11.791838,2022-09-17 21:41:46.816800,205 days 6:01:33
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142501_1.jpg,2018-08-14 14:25:01,2019-03-07 20:26:50,2021-06-16 06:23:05.782142,2022-09-17 21:41:46.790454,205 days 6:01:49
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142206.jpg,2018-08-14 14:22:06,2019-03-07 20:25:55,2021-06-16 04:23:32.797954,2022-09-17 21:41:46.910575,205 days 6:03:49
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142221.jpg,2018-08-14 14:22:21,2019-03-07 20:26:17,2021-06-16 04:23:32.149688,2022-09-17 21:41:46.871150,205 days 6:03:56
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_142207_1.jpg,2018-08-14 14:22:07,2019-03-07 20:26:06,2021-06-16 04:23:30.487133,2022-09-17 21:41:46.891123,205 days 6:03:59
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_141741.jpg,2018-08-14 14:17:41,2019-03-07 20:25:44,2021-06-16 02:06:12.752015,2022-09-17 21:41:46.947064,205 days 6:08:03
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_141536_1.jpg,2018-08-14 14:15:36,2019-03-07 20:25:18,2021-06-16 04:23:38.898640,2022-09-17 21:41:46.968233,205 days 6:09:42
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_141142.jpg,2018-08-14 14:11:42,2019-03-07 20:25:04,2021-06-16 04:23:38.506689,2022-09-17 21:41:46.983476,205 days 6:13:22
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_140959.jpg,2018-08-14 14:09:59,2019-03-07 20:24:46,2021-06-16 04:23:42.883983,2022-09-17 21:41:47.002485,205 days 6:14:47
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_135820.jpg,2018-08-14 13:58:20,2019-03-07 20:24:25,2021-06-16 04:23:40.989051,2022-09-17 21:41:47.021110,205 days 6:26:05
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_135448.jpg,2018-08-14 13:54:48,2019-03-07 20:24:11,2021-06-16 05:38:36.708582,2022-09-17 21:41:47.067718,205 days 6:29:23
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_132903.jpg,2018-08-14 13:29:03,2019-03-07 20:20:43,2021-06-16 05:38:28.091601,2022-09-17 21:41:47.212223,205 days 6:51:40
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_132921.jpg,2018-08-14 13:29:21,2019-03-07 20:21:27,2021-06-16 05:38:34.551354,2022-09-17 21:41:47.194065,205 days 6:52:06
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_132923.jpg,2018-08-14 13:29:23,2019-03-07 20:21:47,2021-06-16 05:38:33.406390,2022-09-17 21:41:47.169375,205 days 6:52:24
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_133021.jpg,2018-08-14 13:30:21,2019-03-07 20:23:58,2021-06-16 05:38:38.229520,2022-09-17 21:41:47.105338,205 days 6:53:37
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_132958.jpg,2018-08-14 13:29:58,2019-03-07 20:23:37,2021-06-16 05:38:35.667344,2022-09-17 21:41:47.151191,205 days 6:53:39
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180814_133000.jpg,2018-08-14 13:30:00,2019-03-07 20:23:50,2021-06-16 05:38:35.047003,2022-09-17 21:41:47.128702,205 days 6:53:50
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180811_201826.jpg,2018-08-11 20:18:26,2019-03-07 20:19:35,2021-06-16 05:38:27.440342,2022-09-17 21:41:47.246380,208 days 0:01:09
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180811_201828_1.jpg,2018-08-11 20:18:28,2019-03-07 20:20:24,2021-06-16 05:38:28.699974,2022-09-17 21:41:47.224790,208 days 0:01:56
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180811_194946.jpg,2018-08-11 19:49:46,2019-03-07 20:07:00,2021-06-16 07:04:43.558027,2022-09-17 21:41:47.297335,208 days 0:17:14
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180811_195528.jpg,2018-08-11 19:55:28,2019-03-07 20:19:17,2021-06-16 05:38:27.622855,2022-09-17 21:41:47.259831,208 days 0:23:49
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180526_215146.jpg,2018-05-26 21:51:46,2018-12-28 04:53:34,2021-06-16 01:00:42.698998,2022-09-17 21:39:10.559860,215 days 7:01:48
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180526_215202.jpg,2018-05-26 21:52:02,2018-12-28 04:54:05,2021-06-16 01:01:12.170877,2022-09-17 21:39:10.542657,215 days 7:02:03
X:\OneDrive\Pictures\Family\[2018-12] Weihnachten\IMG_20181224_101423.jpg,2018-12-24 10:14:23,2019-07-29 11:51:16,2021-06-16 07:13:44.727946,2022-09-17 21:39:21.596390,217 days 1:36:53
X:\OneDrive\Pictures\Family\[2018-12] Weihnachten\IMG_20181224_101425_1.jpg,2018-12-24 10:14:25,2019-07-29 11:51:19,2021-06-16 07:13:45.393167,2022-09-17 21:39:21.575113,217 days 1:36:54
X:\OneDrive\Pictures\Family\[2018-12] Weihnachten\IMG_20181224_101420.jpg,2018-12-24 10:14:20,2019-07-29 11:51:14,2021-06-16 03:56:57.762134,2022-09-17 21:39:21.635067,217 days 1:36:54
X:\OneDrive\Pictures\Family\[2018-12] Weihnachten\IMG_20181224_101331.jpg,2018-12-24 10:13:31,2019-07-29 11:51:12,2021-06-16 03:56:58.354081,2022-09-17 21:39:21.656153,217 days 1:37:41
X:\OneDrive\Pictures\Family\[2018-12] Weihnachten\IMG_20181224_101248.jpg,2018-12-24 10:12:48,2019-07-29 11:51:10,2021-06-16 03:56:58.825120,2022-09-17 21:39:21.680288,217 days 1:38:22
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20181215_183426.jpg,2018-12-15 18:34:26,2019-07-29 11:51:09,2021-06-16 03:56:59.720318,2022-09-17 21:39:56.882895,225 days 17:16:43
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20181215_183416.jpg,2018-12-15 18:34:16,2019-07-29 11:51:07,2021-06-16 03:57:01.371025,2022-09-17 21:39:56.899089,225 days 17:16:51
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160929_203120.jpg,2016-09-29 20:31:20,2017-05-19 17:35:24,2021-06-16 06:59:33.686619,2022-09-17 21:44:22.559441,231 days 21:04:04
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160928_195826.jpg,2016-09-28 19:58:26,2017-05-19 17:35:24,2021-06-16 06:59:34.519391,2022-09-17 21:44:22.585989,232 days 21:36:58
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160928_195627.jpg,2016-09-28 19:56:27,2017-05-19 17:35:24,2021-06-16 06:59:33.958890,2022-09-17 21:44:22.612917,232 days 21:38:57
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160927_160246.jpg,2016-09-27 16:02:46,2017-05-19 17:35:24,2021-06-16 06:59:36.463194,2022-09-17 21:44:22.623888,234 days 1:32:38
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180816_164624.jpg,2018-08-16 16:46:24,2019-04-20 16:36:49,2021-06-16 04:35:18.971655,2022-09-17 21:41:46.552445,246 days 23:50:25
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160910_093021.jpg,2016-09-10 09:30:21,2017-05-19 17:35:23,2021-06-16 06:59:34.850506,2022-09-17 21:44:22.638736,251 days 8:05:02
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160906_091159.jpg,2016-09-06 09:11:59,2017-05-19 17:35:23,2021-06-16 06:59:35.843850,2022-09-17 21:44:22.648576,255 days 8:23:24
X:\OneDrive\Pictures\Laura ♥\[2018] Abiball\IMG_20180622_201119.jpg,2018-06-22 20:11:19,2019-03-07 20:06:41,2021-06-16 07:04:42.350256,2022-09-17 21:39:25.574971,257 days 23:55:22
X:\OneDrive\Pictures\Laura ♥\[2018] Abiball\IMG_20180622_201120.jpg,2018-06-22 20:11:20,2019-03-07 20:06:47,2021-06-16 07:04:43.074320,2022-09-17 21:39:25.556047,257 days 23:55:27
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160903_113139.jpg,2016-09-03 11:31:39,2017-05-19 17:35:23,2021-06-16 06:59:35.183615,2022-09-17 21:44:22.715934,258 days 6:03:44
X:\OneDrive\Pictures\[2016-2017] NEW ZEALAND\Miscellaneous\IMG_20160903_113010.jpg,2016-09-03 11:30:10,2017-05-19 17:35:23,2021-06-16 06:59:35.754093,2022-09-17 21:44:22.746445,258 days 6:05:13
X:\OneDrive\Pictures\Laura ♥\IMG_20181028_181450.jpg,2018-10-28 18:14:50,2019-07-29 11:51:06,2021-06-16 03:57:03.064826,2022-09-17 21:39:47.955786,273 days 17:36:16
X:\OneDrive\Pictures\Laura ♥\IMG_20181028_181441.jpg,2018-10-28 18:14:41,2019-07-29 11:51:01,2021-06-16 03:57:03.644573,2022-09-17 21:39:47.994787,273 days 17:36:20
X:\OneDrive\Pictures\Laura ♥\IMG_20181028_181443_1.jpg,2018-10-28 18:14:43,2019-07-29 11:51:04,2021-06-16 03:57:03.322272,2022-09-17 21:39:47.973946,273 days 17:36:21
X:\OneDrive\Pictures\Laura ♥\IMG_20181028_181406.jpg,2018-10-28 18:14:06,2019-07-29 11:50:59,2021-06-16 07:13:42.895845,2022-09-17 21:39:48.033185,273 days 17:36:53
X:\OneDrive\Pictures\Laura ♥\IMG_20181028_181359.jpg,2018-10-28 18:13:59,2019-07-29 11:50:57,2021-06-16 07:13:42.456021,2022-09-17 21:39:48.057234,273 days 17:36:58
X:\OneDrive\Pictures\Laura ♥\IMG_20181028_181356.jpg,2018-10-28 18:13:56,2019-07-29 11:50:55,2021-06-16 07:13:41.701041,2022-09-17 21:39:48.081287,273 days 17:36:59
X:\OneDrive\Pictures\Laura ♥\IMG_20181028_181350.jpg,2018-10-28 18:13:50,2019-07-29 11:50:51,2021-06-16 07:13:41.233290,2022-09-17 21:39:48.099204,273 days 17:37:01
X:\OneDrive\Pictures\Laura ♥\IMG_20160816_200153.jpg,2016-08-16 20:01:53,2017-05-19 17:35:23,2021-06-16 06:59:35.558612,2022-09-17 21:39:48.360236,275 days 21:33:30
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20180526_215202.jpg,2018-05-26 21:52:02,2019-03-07 20:06:21,2021-06-16 07:04:41.489558,2022-09-17 21:39:56.932730,284 days 22:14:19
X:\OneDrive\Pictures\Misc\Worth a photo\IMG_20180526_215146.jpg,2018-05-26 21:51:46,2019-03-07 20:06:12,2021-06-16 07:04:40.204992,2022-09-17 21:39:56.955781,284 days 22:14:26
X:\OneDrive\Pictures\Laura ♥\IMG_20180520_172528.jpg,2018-05-20 17:25:28,2019-03-07 20:05:57,2021-06-16 07:04:39.255531,2022-09-17 21:39:48.142117,291 days 2:40:29
X:\OneDrive\Pictures\Laura ♥\IMG_20180520_172529.jpg,2018-05-20 17:25:29,2019-03-07 20:06:07,2021-06-16 07:04:39.782124,2022-09-17 21:39:48.126361,291 days 2:40:38
X:\OneDrive\Pictures\Laura ♥\IMG_20180519_192102.jpg,2018-05-19 19:21:02,2019-03-07 20:05:48,2021-06-16 07:04:38.003879,2022-09-17 21:39:48.168080,292 days 0:44:46
X:\OneDrive\Pictures\Laura ♥\IMG_20180519_190822_1.jpg,2018-05-19 19:08:22,2019-03-07 20:05:27,2021-06-16 07:04:35.341996,2022-09-17 21:39:48.208975,292 days 0:57:05
X:\OneDrive\Pictures\Laura ♥\IMG_20180519_190835.jpg,2018-05-19 19:08:35,2019-03-07 20:05:41,2021-06-16 07:04:37.580011,2022-09-17 21:39:48.188062,292 days 0:57:06
X:\OneDrive\Pictures\Laura ♥\IMG_20180519_132307.jpg,2018-05-19 13:23:07,2019-03-07 20:05:09,2021-06-16 07:04:34.445394,2022-09-17 21:39:48.227941,292 days 6:42:02
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_214709.jpg,2018-09-29 21:47:09,2019-07-29 11:50:44,2021-06-16 07:13:40.193073,2022-09-17 21:39:21.335001,302 days 14:03:35
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_214710.jpg,2018-09-29 21:47:10,2019-07-29 11:50:46,2021-06-16 07:13:40.222993,2022-09-17 21:39:21.312819,302 days 14:03:36
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_210001.jpg,2018-09-29 21:00:01,2019-07-29 11:50:37,2021-06-16 07:13:39.785163,2022-09-17 21:39:21.414993,302 days 14:50:36
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_210005.jpg,2018-09-29 21:00:05,2019-07-29 11:50:42,2021-06-16 07:13:40.147195,2022-09-17 21:39:21.357968,302 days 14:50:37
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_210003_1.jpg,2018-09-29 21:00:03,2019-07-29 11:50:40,2021-06-16 07:13:39.982636,2022-09-17 21:39:21.389983,302 days 14:50:37
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_200049.jpg,2018-09-29 20:00:49,2019-07-29 11:50:35,2021-06-16 07:13:38.363963,2022-09-17 21:39:21.436964,302 days 15:49:46
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_191040.jpg,2018-09-29 19:10:40,2019-07-29 11:50:32,2021-06-16 07:13:36.097025,2022-09-17 21:39:21.486999,302 days 16:39:52
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_191041.jpg,2018-09-29 19:10:41,2019-07-29 11:50:34,2021-06-16 07:13:37.684779,2022-09-17 21:39:21.462992,302 days 16:39:53
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_191034.jpg,2018-09-29 19:10:34,2019-07-29 11:50:31,2021-06-16 07:13:35.838715,2022-09-17 21:39:21.501959,302 days 16:39:57
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_191006.jpg,2018-09-29 19:10:06,2019-07-29 11:50:29,2021-06-16 07:13:35.702081,2022-09-17 21:39:21.521168,302 days 16:40:23
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_185828.jpg,2018-09-29 18:58:28,2019-07-29 11:50:25,2021-06-16 07:13:35.188454,2022-09-17 21:39:21.534009,302 days 16:51:57
X:\OneDrive\Pictures\Family\[2018-09-29] Konzert Rea Garvey\IMG_20180929_185754.jpg,2018-09-29 18:57:54,2019-07-29 11:50:23,2021-06-16 07:13:34.375628,2022-09-17 21:39:21.550534,302 days 16:52:29
X:\OneDrive\Pictures\Chillin' with friends\IMG_20180414_022204.jpg,2018-04-14 02:22:04,2019-03-07 20:04:53,2021-06-16 07:04:34.219996,2022-09-17 21:39:10.597917,327 days 17:42:49
X:\OneDrive\Pictures\Chillin' with friends\Forbeyond\IMG_20180827_130815.jpg,2018-08-27 13:08:15,2019-07-29 11:50:11,2021-06-16 05:45:44.809471,2022-09-17 21:39:06.782186,335 days 22:41:56
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180825_042330.jpg,2018-08-25 04:23:30,2019-07-29 11:50:07,2021-06-16 07:13:34.130285,2022-09-17 21:41:43.803950,338 days 7:26:37
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180825_042135.jpg,2018-08-25 04:21:35,2019-07-29 11:50:06,2021-06-16 07:13:33.572774,2022-09-17 21:41:43.818688,338 days 7:28:31
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_215043.jpg,2018-08-24 21:50:43,2019-07-29 11:50:04,2021-06-16 07:13:32.813805,2022-09-17 21:41:43.846327,338 days 13:59:21
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_215042.jpg,2018-08-24 21:50:42,2019-07-29 11:50:03,2021-06-16 07:13:32.632290,2022-09-17 21:41:43.878581,338 days 13:59:21
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_182324.jpg,2018-08-24 18:23:24,2019-07-29 11:50:01,2021-06-16 07:13:32.495655,2022-09-17 21:41:43.902997,338 days 17:26:37
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_175605.jpg,2018-08-24 17:56:05,2019-07-29 11:50:00,2021-06-16 07:13:32.132625,2022-09-17 21:41:43.944340,338 days 17:53:55
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_175552.jpg,2018-08-24 17:55:52,2019-07-29 11:49:58,2021-06-16 07:13:31.590077,2022-09-17 21:41:43.959774,338 days 17:54:06
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_175547_1.jpg,2018-08-24 17:55:47,2019-07-29 11:49:55,2021-06-16 07:13:30.575789,2022-09-17 21:41:43.978090,338 days 17:54:08
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180824_175541_1.jpg,2018-08-24 17:55:41,2019-07-29 11:49:51,2021-06-16 07:13:29.865687,2022-09-17 21:41:43.996468,338 days 17:54:10
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_221802.jpg,2018-08-23 22:18:02,2019-07-29 11:49:48,2021-06-16 07:13:29.062834,2022-09-17 21:41:44.010270,339 days 13:31:46
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_221758.jpg,2018-08-23 22:17:58,2019-07-29 11:49:47,2021-06-16 07:13:28.112375,2022-09-17 21:41:44.031052,339 days 13:31:49
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_221750.jpg,2018-08-23 22:17:50,2019-07-29 11:49:45,2021-06-16 07:13:27.962775,2022-09-17 21:41:44.049026,339 days 13:31:55
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_221743.jpg,2018-08-23 22:17:43,2019-07-29 11:49:44,2021-06-16 07:13:27.826141,2022-09-17 21:41:44.068081,339 days 13:32:01
X:\OneDrive\Pictures\Urlaub\[2018] France\IMG_20180823_193109.jpg,2018-08-23 19:31:09,2019-07-29 11:49:43,2021-06-16 07:13:26.898621,2022-09-17 21:41:44.089076,339 days 16:18:34
